,,,,,,,
,,,,,,,
,,,,,,,
Project Number Name,Project Number,Project Name,Exe Proj Region,Project Description,Category,Charging,Project Status
618590: MONTREAL(2. ITO),618590,MONTREAL,NAM,,2. ITO,ITO,Active
618698: ZUBER RIEDER (2. ITO),618698,ZUBER RIEDER,EA/ANZ/ROW,ITO,2. ITO,ITO,Active
6189504: BIOLINS ENERGIA S.A. (1. Backlog Project),6189504,BIOLINS ENERGIA S.A.,NAM,,1. Backlog Project,,Active
619075: Sulfindo (2. ITO),619075,Sulfindo,EA/ANZ/ROW,ITO,2. ITO,ITO,Active
619081: NYRSTAR BOILER UPGRA (1. Backlog Project),619081,NYRSTAR BOILER UPGRA,,,1. Backlog Project,,Active
619084: AGUP2 TEG PACKAGE(2. ITO),619084,AGUP2 TEG PACKAGE,VEPS/EMEA,TEG PACKAGE PROPOSAL,2. ITO,ITO,Active
6194664: 373-BHEL_ BANGLADESH (1. Backlog Project),6194664,373-BHEL_ BANGLADESH,INDIA,,1. Backlog Project,,Active
619482: NIAGARA WATER ELSMER (1. Backlog Project),619482,NIAGARA WATER ELSMER,,,1. Backlog Project,,Active
619802: LOUISA_VA NEW BRIDGE (1. Backlog Project),619802,LOUISA_VA NEW BRIDGE,,,1. Backlog Project,,Active
619987: Northrop Grumman / A (2. ITO),619987,Northrop Grumman / ATK Potable WTP,NAM,,2. ITO,ITO,Active
620242: DANONE NUTRICIA(2. ITO),620242,DANONE NUTRICIA,INDIA,VALVE LIST,2. ITO,ITO,Active
620435: TESLA GREENFIELD DATA CENTER WATER REUSE FACILITY(2. ITO),620435,TESLA GREENFIELD DATA CENTER WATER REUSE FACILITY,NAM,PROCESS FLOW DIAGRAM ,2. ITO,ITO,Active
620813: RO FOR NATIONAL BEVE (1. Backlog Project),620813,RO FOR NATIONAL BEVE,,,1. Backlog Project,,Active
620944: MARSA LNG PROJECT (2. ITO),620944,MARSA LNG PROJECT,MEA/EA/ANZ/ROW,"PFD.PID,LAYOUT",2. ITO,ITO,Active
621286: ARTEMIS GOLD (1. Backlog Project),621286,ARTEMIS GOLD,,,1. Backlog Project,,Active
621464: BRIGHT PEARL  (2. ITO),621464,BRIGHT PEARL ,MEA/EA/ANZ/ROW,"LAYOUT,PFD,PID",2. ITO,ITO,Active
6215849: 6215849-DECCAN FIN C (1. Backlog Project),6215849,6215849-DECCAN FIN C,INDIA,,1. Backlog Project,,Active
621646: BRIGHT PEARL (2. ITO),621646,BRIGHT PEARL,MEA/EA/ANZ/ROW,"PID,LAYOUT,PFD",2. ITO,ITO,Active
6218075: 373-Nestle_Samlkha_W (1. Backlog Project),6218075,373-Nestle_Samlkha_W,INDIA,,1. Backlog Project,,Active
621820: Viridor WWT (2. ITO),621820,Viridor WWT,EUR,ITO ,2. ITO,ITO,Active
622224: Amgen Water Recovery (2. ITO),622224,Amgen Water Recovery / Reuse,NAM,Proposal Support,2. ITO,ITO,Active
6224220: 373-HAMS_4.8 MLD BOP (1. Backlog Project),6224220,373-HAMS_4.8 MLD BOP,INDIA,,1. Backlog Project,,Active
623215: COCA-COLA DEPT 78 CA (1. Backlog Project),623215,COCA-COLA DEPT 78 CA,,,1. Backlog Project,,Active
6233311: 373-Apex_600KLD_for_ (1. Backlog Project),6233311,373-Apex_600KLD_for_,INDIA,,1. Backlog Project,,Active
623501: PCFSSB (2. ITO),623501,PCFSSB,EA/ANZ/ROW,BED,2. ITO,ITO,Active
623688: MUD CREEK WPCP  GEOR (1. Backlog Project),623688,MUD CREEK WPCP  GEOR,,,1. Backlog Project,,Active
623735: HOLCIM BELGIUM FEED (TF)(1. Backlog Project),623735,HOLCIM BELGIUM FEED (TF),EUR,PFD & PID SUPPORT,1. Backlog Project,ITO,Active
623966: LINDE (2. ITO),623966,LINDE,MEA/EA/ANZ/ROW,"PFD,PID, & LAYOUT",2. ITO,ITO,Active
624061: JCEC Membrane Replacement(2. ITO),624061,JCEC Membrane Replacement,NAM,,2. ITO,ITO,Active
624105: CITY OF YORKTON (1. Backlog Project),624105,CITY OF YORKTON,,,1. Backlog Project,,Active
624418: BMCD - TECO - POLK C (1. Backlog Project),624418,BMCD - TECO - POLK C,,,1. Backlog Project,,Active
6249533: 373-Shendra- STP(2.6 (1. Backlog Project),6249533,373-Shendra- STP(2.6,INDIA,,1. Backlog Project,,Active
625256: TRA CRWS - MEMDENSE  (1. Backlog Project),625256,TRA CRWS - MEMDENSE ,,,1. Backlog Project,,Active
625381: CA MONCTON WTP MONCT (1. Backlog Project),625381,CA MONCTON WTP MONCT,,,1. Backlog Project,,Active
6254788: 373-Cotton_Club_2.4M (1. Backlog Project),6254788,373-Cotton_Club_2.4M,INDIA,,1. Backlog Project,,Active
625496: TESS UPW (2. ITO),625496,TESS UPW,INDIA,ITO,2. ITO,ITO,Active
625508: SAMA ALYARMOUK - UF- (1. Backlog Project),625508,SAMA ALYARMOUK - UF-,,,1. Backlog Project,,Active
6258871: 373-Aquatechnics_For (1. Backlog Project),6258871,373-Aquatechnics_For,INDIA,,1. Backlog Project,,Active
626030: ADNOC Caustic concen (2. ITO),626030,ADNOC Caustic concentration unit,VEPS/EMEA,ITO,2. ITO,ITO,Active
6263555: 373-Infosys_Hiranand (1. Backlog Project),6263555,373-Infosys_Hiranand,INDIA,,1. Backlog Project,,Active
626465: RENOVO RESOURCES LLC (2. ITO),626465,RENOVO RESOURCES LLC / CALIFORNIA,NAM,P&ID,2. ITO,ITO,Active
"626768: Milo, AB- Regional WTP(2. ITO)",626768,"Milo, AB- Regional WTP",NAM,,2. ITO,ITO,Active
6268186: 6268186-2X20MLD TERT (1. Backlog Project),6268186,6268186-2X20MLD TERT,INDIA,,1. Backlog Project,,Active
6269218: 373-Hindustan_Zinc_L (1. Backlog Project),6269218,373-Hindustan_Zinc_L,INDIA,,1. Backlog Project,,Active
627178: MELTON HILL(2. ITO),627178,MELTON HILL,NAM,,2. ITO,ITO,Active
6277565: 373-Hindalco_Birla_C (1. Backlog Project),6277565,373-Hindalco_Birla_C,INDIA,,1. Backlog Project,,Active
6278647: MISC - 6278647-NZ DE (1. Backlog Project),6278647,MISC - 6278647-NZ DE,INDIA,,1. Backlog Project,,Active
6282419: 6282419-ODEBRECHT EN (1. Backlog Project),6282419,6282419-ODEBRECHT EN,LAM,,1. Backlog Project,,Active
628579: CITY OF SAN LUIS-SAN (2. ITO),628579,CITY OF SAN LUIS-SAN LUIS,NAM,PID,2. ITO,ITO,Active
"628608: HALUL ISLAND STP,QAT (2. ITO)",628608,"HALUL ISLAND STP,QATAR",MEA/EA/ANZ/ROW,"PFD,PID,LAYOUT",2. ITO,ITO,Active
628630: TATA SEMICONDUCTOR A (2. ITO),628630,TATA SEMICONDUCTOR ASSEMBLY & TESTING,INDIA,LAYOUT DEVELOPMENT,2. ITO,ITO,Active
628725: CABOT APC VIA BANTRE (1. Backlog Project),628725,CABOT APC VIA BANTRE,,,1. Backlog Project,,Active
628831: KRONENBOURG Obernai  (2. ITO),628831,KRONENBOURG Obernai MBR,EUR,PROCESS FLOW DIAGRAM,2. ITO,ITO,Active
629070: TSMC RO Package (2. ITO),629070,TSMC RO Package,NAM,Proposal Support,2. ITO,ITO,Active
629102: COKE BRAMPTON(1. Backlog Project),629102,COKE BRAMPTON,NAM,,1. Backlog Project,ITO,Active
629271: CITY OF HOLYOKE - MA (2. ITO),629271,CITY OF HOLYOKE - MABR,NAM,PROCESS & INSTRUMENTATION DIAGRAM,2. ITO,ITO,Active
6298264: 6298264MC CAIN 100KL (1. Backlog Project),6298264,6298264MC CAIN 100KL,INDIA,,1. Backlog Project,,Active
630256: HERA/Rimini MBR repl (2. ITO),630256,HERA/Rimini MBR replacement,MEA/EA/ANZ/ROW,ITO,2. ITO,ITO,Active
6307306: MISC - 6307306-SNF F (1. Backlog Project),6307306,MISC - 6307306-SNF F,INDIA,,1. Backlog Project,,Active
630905: Mahagenco 200 MLD TTRO System(2. ITO),630905,Mahagenco 200 MLD TTRO System,INDIA,Piping Estimation,2. ITO,ITO,Active
630906: VEPL - 200 MLD TTRO- (2. ITO),630906,VEPL - 200 MLD TTRO-Bhandewadi,INDIA,LAYOUT,2. ITO,ITO,Active
631253: EGH-GREEN HYDROGEN F (2. ITO),631253,EGH-GREEN HYDROGEN FACILITY ,MEA/EA/ANZ/ROW,BFD,2. ITO,ITO,Active
6314102: MISC - 6314102-OBERO (1. Backlog Project),6314102,MISC - 6314102-OBERO,INDIA,,1. Backlog Project,,Active
"631533: Town of Southampton, NY(2. ITO)",631533,"Town of Southampton, NY",NAM,,2. ITO,ITO,Active
6324876: MISC-373-6324876-Bio (1. Backlog Project),6324876,MISC-373-6324876-Bio,INDIA,,1. Backlog Project,,Active
6328396: MISC 373-6328396-Aqu (1. Backlog Project),6328396,MISC 373-6328396-Aqu,INDIA,,1. Backlog Project,,Active
632874: Hindalco Copper E-Waste 1 MLD ETP-ZLD(2. ITO),632874,Hindalco Copper E-Waste 1 MLD ETP-ZLD,INDIA,Hindalco Copper E-Waste 1 MLD ETP-ZLD - ITO,2. ITO,ITO,Active
633120: Upper Zakum 1.5 MMBD Expansion Project(2. ITO),633120,Upper Zakum 1.5 MMBD Expansion Project,MEA,Produced Water Reinjection Package,2. ITO,ITO,Active
633500: MOZAMBIQUE ROVUMA LN (2. ITO),633500,MOZAMBIQUE ROVUMA LNG FEED-1,VEPS,,2. ITO,ITO,Active
633705: UPPER ZAKUM EXPANSIO (2. ITO),633705,UPPER ZAKUM EXPANSION UF & RO,MEA/EA/ANZ/ROW,LAYOUT,2. ITO,ITO,Active
6339050: MISC-373-6339050-Mil (1. Backlog Project),6339050,MISC-373-6339050-Mil,INDIA,,1. Backlog Project,,Active
6340055: MISC-SUEZ 6340055 AL (1. Backlog Project),6340055,MISC-SUEZ 6340055 AL,MEA,,1. Backlog Project,,Active
6345174: MISC-373-6345174-Pep (1. Backlog Project),6345174,MISC-373-6345174-Pep,INDIA,,1. Backlog Project,,Active
635027: AGUP PROJECT PHASE 2 (2. ITO),635027,AGUP PROJECT PHASE 2,MEA/EA/ANZ/ROW,PFD & LAYOUT,2. ITO,ITO,Active
"635869: Mayfield Springs Development Phase 2, MBR(2. ITO)",635869,"Mayfield Springs Development Phase 2, MBR",NAM,,2. ITO,ITO,Active
6359522: MISC-373-6359522-L&T (1. Backlog Project),6359522,MISC-373-6359522-L&T,INDIA,,1. Backlog Project,,Active
6361760: MISC-373-6361760-Nes (1. Backlog Project),6361760,MISC-373-6361760-Nes,INDIA,,1. Backlog Project,,Active
6364911: MISC-373-6364911-Sea (1. Backlog Project),6364911,MISC-373-6364911-Sea,INDIA,,1. Backlog Project,,Active
636711: AWL Agri 1.92MLD WTP(2. ITO),636711,AWL Agri 1.92MLD WTP,INDIA,BOP Piping Estimation and Structural Estimation ,2. ITO,ITO,Active
636952: Ashghal Industrial a (2. ITO),636952,Ashghal Industrial area  36 MLD,VNA,VWT ITO,2. ITO,ITO,Active
637213: Porto Marghera MBR(2. ITO),637213,Porto Marghera MBR,EUR,Porto Marghera MBR,2. ITO,ITO,Active
637494: Tri State Colorado (2. ITO),637494,Tri State Colorado,NAM,RO projection,2. ITO,ITO,Active
637609: Tata Electronics Rec (2. ITO),637609,Tata Electronics Reclaim & WWTP,INDIA,ITO,2. ITO,ITO,Active
6376400: MISC-373-6376400_Wip (1. Backlog Project),6376400,MISC-373-6376400_Wip,INDIA,,1. Backlog Project,,Active
637647: KINGS LYNN WRC(2. ITO),637647,KINGS LYNN WRC,EUR,KINGS LYNN WRC,2. ITO,ITO,Active
637889: ADANI MAHAN (2. ITO),637889,ADANI MAHAN,INDIA,PROPOSAL SUPPORT,2. ITO,ITO,Active
638014: TAURUS FILTRATION (2. ITO),638014,TAURUS FILTRATION,NAM,WTP FOOT PRINT PREPARATION,2. ITO,ITO,Active
638122: 638122 - Total Tilenga cEOR Upgrade (TF)(2. ITO),638122,638122 - Total Tilenga cEOR Upgrade (TF),VEPS,FEED STUDY,2. ITO,ITO,Active
"638386A: RO-PF,N,36-2,SFPS,46,TF,AB2,SG1,V,OP(3. Product)",638386A,"RO-PF,N,36-2,SFPS,46,TF,AB2,SG1,V,OP",NAM,,3. Product,Product,Active
638562: TSMC - MBR/UF/LSC(2. ITO),638562,TSMC - MBR/UF/LSC,NAM,,2. ITO,ITO,Active
638607: HUTTO TX (1. Backlog Project),638607,HUTTO TX,,,1. Backlog Project,,Active
638686: MARQUIS CHP MB LLC - (1. Backlog Project),638686,MARQUIS CHP MB LLC -,,,1. Backlog Project,,Active
638776: TSMC Ion Exchange Pa (2. ITO),638776,TSMC Ion Exchange Package,NAM,Proposal Support,2. ITO,ITO,Active
638845: CITY OF NORTH LAS VE (1. Backlog Project),638845,CITY OF NORTH LAS VE,,,1. Backlog Project,,Active
"639023: CITY OF KALAMAZOO,MI (2. ITO)",639023,"CITY OF KALAMAZOO,MI",NAM,PFD,2. ITO,ITO,Active
639031: City of Warren (2. ITO),639031,City of Warren,NAM,,2. ITO,ITO,Active
639082: EAGLE MOUNTAIN CITY  (1. Backlog Project),639082,EAGLE MOUNTAIN CITY ,,,1. Backlog Project,,Active
639290:  639290 - GCWA UF/RO WW Reuse Houston budgetary proposal(2. ITO),639290, 639290 - GCWA UF/RO WW Reuse Houston budgetary proposal,NAM,Budgetary Cost ,2. ITO,ITO,Active
6395543: MISC-373-6395543_Ree (1. Backlog Project),6395543,MISC-373-6395543_Ree,INDIA,,1. Backlog Project,,Active
6398087: MISC-373-6398087_Ape (1. Backlog Project),6398087,MISC-373-6398087_Ape,INDIA,,1. Backlog Project,,Active
6399516: MISC-373-6399516_Inf (1. Backlog Project),6399516,MISC-373-6399516_Inf,INDIA,,1. Backlog Project,,Active
640072: Central Contra Costa Sanitary District MABR(2. ITO),640072,Central Contra Costa Sanitary District MABR,NAM,,2. ITO,ITO,Active
6401170: SWTS - SUEZ 6401170 (1. Backlog Project),6401170,SWTS - SUEZ 6401170,LAM,,1. Backlog Project,,Active
640504: KEHEWIN  AB WWTP - M (1. Backlog Project),640504,KEHEWIN  AB WWTP - M,,,1. Backlog Project,,Active
6407721: MISC-373-6407721_Car (1. Backlog Project),6407721,MISC-373-6407721_Car,INDIA,,1. Backlog Project,,Active
"640897: AFRY Green Field Pulp Mill Raw Water, Demin and CP budgetary proposal (2. ITO)",640897,"AFRY Green Field Pulp Mill Raw Water, Demin and CP budgetary proposal ",NAM,Budgetary Proposal ,2. ITO,ITO,Active
6417923: MISC-373-6417923_Dec (1. Backlog Project),6417923,MISC-373-6417923_Dec,INDIA,,1. Backlog Project,,Active
641864: ZFS Riga River Water UF(2. ITO),641864,ZFS Riga River Water UF,NAM,PFD Creation,2. ITO,ITO,Active
6419266: MISC-373-6419266_WE_ (1. Backlog Project),6419266,MISC-373-6419266_WE_,INDIA,,1. Backlog Project,,Active
6421208: MISC-373-6421208_TSL (1. Backlog Project),6421208,MISC-373-6421208_TSL,INDIA,,1. Backlog Project,,Active
6421256: MISC-373-6421256_TSL (1. Backlog Project),6421256,MISC-373-6421256_TSL,INDIA,,1. Backlog Project,,Active
642161: OPG-PICKERING WTP(2. ITO),642161,OPG-PICKERING WTP,MEA/EA/ANZ/ROW,PFD,2. ITO,ITO,Active
"642375: GRIC LONE BUTTE WRF MBR, AZ(2. ITO)",642375,"GRIC LONE BUTTE WRF MBR, AZ",NAM,,2. ITO,ITO,Active
6430919: MISC-373-6430919_Nes (1. Backlog Project),6430919,MISC-373-6430919_Nes,INDIA,,1. Backlog Project,,Active
6431494: SUEZ 6431494 USINA (1. Backlog Project),6431494,SUEZ 6431494 USINA,LAM,,1. Backlog Project,,Active
6431865: MISC-373-6431865_Aqu (1. Backlog Project),6431865,MISC-373-6431865_Aqu,INDIA,,1. Backlog Project,,Active
643386: SUNGAI BESI & CYBER JAYA WRP(2. ITO),643386,SUNGAI BESI & CYBER JAYA WRP,NAM,PROCESS FLOW DIAGRAM,2. ITO,ITO,Active
6435027: MISC-373-6435027_Car (1. Backlog Project),6435027,MISC-373-6435027_Car,INDIA,,1. Backlog Project,,Active
643648: JSW-Dolvi(2. ITO),643648,JSW-Dolvi,INDIA,Piping BOM & Costing,2. ITO,ITO,Active
"644261A: ASSY,PROECELL,NAM,100DP,60HZ,460V,USMCA(3. Product)",644261A,"ASSY,PROECELL,NAM,100DP,60HZ,460V,USMCA",NAM,,3. Product,Product,Active
6442936: MISC-373-6442936_SIP (1. Backlog Project),6442936,MISC-373-6442936_SIP,INDIA,,1. Backlog Project,,Active
"644707: Norwood Young America, MN MBR(2. ITO)",644707,"Norwood Young America, MN MBR",NAM,,2. ITO,ITO,Active
645112: Waiuku WWTP(2. ITO),645112,Waiuku WWTP,EA/ANZ/ROW,,2. ITO,ITO,Active
645112: Waiuku WWTP(2. ITO),645112,Waiuku WWTP,ANZ,"Tender submission for Watercare in NZ.
It's a similar scope of supply as the main Clarks Beach project, but on a smaller scale (only single process line).",2. ITO,ITO,Active
645521: L&T CPU(2. ITO),645521,L&T CPU,INDIA,ITO,2. ITO,ITO,Active
645602: NorthMet Budgetary Proposal(2. ITO),645602,NorthMet Budgetary Proposal,NAM,NorthMet Budgetary Proposal,2. ITO,ITO,Active
6456064: MISC-373-6456064_Dri (1. Backlog Project),6456064,MISC-373-6456064_Dri,INDIA,,1. Backlog Project,,Active
646380: Buckeye Sundance MBR(2. ITO),646380,Buckeye Sundance MBR,NAM,,2. ITO,ITO,Active
6464060: MISC-373-6464060_KPC (1. Backlog Project),6464060,MISC-373-6464060_KPC,INDIA,,1. Backlog Project,,Active
6464372: TRAILER AUTOFILTER M (1. Backlog Project),6464372,TRAILER AUTOFILTER M,,,1. Backlog Project,,Active
646671: HASSI MESSAOUD  LAMELLA CLARIFIER & SLUDGE DEWATERING PACKAGE(2. ITO),646671,HASSI MESSAOUD  LAMELLA CLARIFIER & SLUDGE DEWATERING PACKAGE,MEA/EA/ANZ/ROW,"PFD,LAYOUT,PID",2. ITO,ITO,Active
647057: Georges Creek WWTP(2. ITO),647057,Georges Creek WWTP,NAM,,2. ITO,ITO,Active
647135: CES_SALCON PTE. LTD.(2. ITO),647135,CES_SALCON PTE. LTD.,SEA,Budgetary Proposal Development,2. ITO,ITO,Active
"647289A: RO-PF,N,108-3,SFPS,575,TF,JB,CRN(3. Product)",647289A,"RO-PF,N,108-3,SFPS,575,TF,JB,CRN",NAM,"WF R04538 , Bi Pure Water Canada Proflex 108-3",3. Product,Product,Active
647289A -CRN: Bipure Water-CRN registration Document Preparation 108-3S(3. Product),647289A -CRN,Bipure Water-CRN registration Document Preparation 108-3S,NAM,Bi pure Water-PROflex-108-2s CRN registration Document Preparation and Support,3. Product,Product,Active
"648244: Homer City - UF/RO/EDI, via Kiewit(2. ITO)",648244,"Homer City - UF/RO/EDI, via Kiewit",NAM,,2. ITO,ITO,Active
648247: Homer City(2. ITO),648247,Homer City,NAM,,2. ITO,ITO,Active
648351: SAPUTO CHEESE USA INC(2. ITO),648351,SAPUTO CHEESE USA INC,NAM,,2. ITO,ITO,Active
648520: Chemplast Desal Project(2. ITO),648520,Chemplast Desal Project,INDIA,estimation,2. ITO,ITO,Active
648562: TSMC AZ F21 IRWP - I (1. Backlog Project),648562,TSMC AZ F21 IRWP - I,,,1. Backlog Project,,Active
648932: Heartland Foods Ingredient Water Expansion(2. ITO),648932,Heartland Foods Ingredient Water Expansion,NAM,,2. ITO,ITO,Active
649140: South Mesquite Creek Regional WWTP(2. ITO),649140,South Mesquite Creek Regional WWTP,NAM,,2. ITO,ITO,Active
649143: Solaris Midstream (CrossTek) Proflex 36-2(3. Product),649143,Solaris Midstream (CrossTek) Proflex 36-2,NAM,,3. Product,Prod(Proj),Active
649612: Perris Valley WTP Upgrade(2. ITO),649612,Perris Valley WTP Upgrade,NAM,,2. ITO,ITO,Active
6496429: MISC-373-6496429_DFC (1. Backlog Project),6496429,MISC-373-6496429_DFC,INDIA,,1. Backlog Project,,Active
"649840: Suwannee County, FL MBR(2. ITO)",649840,"Suwannee County, FL MBR",NAM,,2. ITO,ITO,Active
650040: Meta PRL 10X IWWTP MBR(2. ITO),650040,Meta PRL 10X IWWTP MBR,NAM,,2. ITO,ITO,Active
650109: Bosque/Westside Water Reclamation Facility(2. ITO),650109,Bosque/Westside Water Reclamation Facility,NAM,,2. ITO,ITO,Active
650121: ST Micron(2. ITO),650121,ST Micron,SEA,ITO,2. ITO,ITO,Active
650122: Project Mirror(2. ITO),650122,Project Mirror,SEA,PID markup,2. ITO,ITO,Active
650286: Niagara Water Guadalajara Expansion(2. ITO),650286,Niagara Water Guadalajara Expansion,NAM,,2. ITO,ITO,Active
"650743A: CF SKID,12,HIFLOW Z,60"",MIRROR(3. Product)",650743A,"CF SKID,12,HIFLOW Z,60"",MIRROR",NAM,CF SKID -MIRROR,3. Product,Product,Active
650744: Homer City / Kiewit(2. ITO),650744,Homer City / Kiewit,NAM,,2. ITO,ITO,Active
651121: Micron Syracurse - Yankee WWT (TF)(2. ITO),651121,Micron Syracurse - Yankee WWT (TF),NAM,,2. ITO,ITO,Active
651605: DSM-Ferminich(2. ITO),651605,DSM-Ferminich,INDIA,Piping Estimation,2. ITO,ITO,Active
651889: METROPOLITAN WATER DISTRICT (2. ITO),651889,METROPOLITAN WATER DISTRICT ,NAM,,2. ITO,ITO,Active
6519720: MISC-373-6519720_Gra (1. Backlog Project),6519720,MISC-373-6519720_Gra,INDIA,,1. Backlog Project,,Active
"652066: JORDANELLE, UF PHASE 2 WWTP(2. ITO)",652066,"JORDANELLE, UF PHASE 2 WWTP",NAM,,2. ITO,ITO,Active
"652156: Verde Clean Fuels, Midland - Raw Water Treatment(2. ITO)",652156,"Verde Clean Fuels, Midland - Raw Water Treatment",NAM,,2. ITO,ITO,Active
652317: Greenfield Global Centrate Treatment(2. ITO),652317,Greenfield Global Centrate Treatment,NAM,,2. ITO,ITO,Active
"652359: RRB - Concord, NC (Greenfield) via HDR(2. ITO)",652359,"RRB - Concord, NC (Greenfield) via HDR",NAM,,2. ITO,ITO,Active
653241: Long Sault WTP - Expansion Engg Order(10.Services),653241,Long Sault WTP - Expansion Engg Order,ES Services,,10.Services,PS Proj,Active
653571: Verde Clean Fuel Waste Water Treatment Plant (2. ITO),653571,Verde Clean Fuel Waste Water Treatment Plant ,NAM,,2. ITO,ITO,Active
6537340: MISC-373-6537340_Ree (1. Backlog Project),6537340,MISC-373-6537340_Ree,INDIA,,1. Backlog Project,,Active
6539443: MISC-373-6539443_Exp (1. Backlog Project),6539443,MISC-373-6539443_Exp,INDIA,,1. Backlog Project,,Active
653951: Alpha Street WTP(2. ITO),653951,Alpha Street WTP,ANZ,ITO SUPPORT ,2. ITO,ITO,Active
654080:  South Eleuthera(7. Base),654080, South Eleuthera,ES Services,"I need assistance drafting a P&ID based on the attached redlines. The drawing number is 654080 and the file name of the drawing will be 654080-AP-01. The target completion date for this drawing is Nov 24th, 2025.
Similar to last time, this work can be billed to the Services Base Code. 
WAT.0373.52101013.000004004500_0000_0000_000000",7. Base,Base,Active
654082: Inagua (WSC) EGSA 2025(10.Services),654082,Inagua (WSC) EGSA 2025,ES Services,WAT.0373.52101013.000004004500_0000_0000_000000	As built PID Creation for Inagua (654082-AP-01),10.Services,Base,Active
654083: San Salvador(10.Services),654083,San Salvador,ES Services,"I need assistance drafting a P&ID based on the attached redlines. The drawing number is 654083 and the file name of the drawing will be 654083-AP-01. The target completion date for this drawing is Nov 24th, 2025.
Similar to last time, this work can be billed to the Services Base Code. ",10.Services,Base,Active
654084: WATER & SEWERAGE COPORATION  NORTH ELEUTHERA BAHAMAS(10.Services),654084,WATER & SEWERAGE COPORATION  NORTH ELEUTHERA BAHAMAS,ES Services,654084_As-Built P&ID redlines,10.Services,Base,Active
654438: EYREPENINSULA DESALINATION PLANT(2. ITO),654438,EYREPENINSULA DESALINATION PLANT,ANZ,EYREPENINSULA DESALINATION PLANT-ITO FEED STAGE,2. ITO,ITO,Active
655396: Shell Norco - RWT(2. ITO),655396,Shell Norco - RWT,NAM,,2. ITO,ITO,Active
655432: Yara Belle Plaine Clarifier(2. ITO),655432,Yara Belle Plaine Clarifier,NAM,,2. ITO,ITO,Active
6554373: 373-6554373_Phillips (1. Backlog Project),6554373,373-6554373_Phillips,INDIA,,1. Backlog Project,,Active
656148: Maynard MA WTP - UF(2. ITO),656148,Maynard MA WTP - UF,NAM,,2. ITO,ITO,Active
656730: Calpine CC Quench Water Treatment(2. ITO),656730,Calpine CC Quench Water Treatment,NAM,Budget Proposal Review,2. ITO,ITO,Active
658002: Micron Light House Reclaim WWR/AWL/FWL(2. ITO),658002,Micron Light House Reclaim WWR/AWL/FWL,SEA,ITO support ,2. ITO,ITO,Active
658263: PROENERGY / AEPCO Mohave(2. ITO),658263,PROENERGY / AEPCO Mohave,NAM,Process support,2. ITO,ITO,Active
6589060: MISC-373-6589060_Nes (1. Backlog Project),6589060,MISC-373-6589060_Nes,INDIA,,1. Backlog Project,,Active
658935: Kiewit - Homer City Redevelopment - Industrial Wastewater Treatment (IWT)(2. ITO),658935,Kiewit - Homer City Redevelopment - Industrial Wastewater Treatment (IWT),NAM,,2. ITO,ITO,Active
659162: Reliance Industries Ltd -Dahej Complex PTA-7(2. ITO),659162,Reliance Industries Ltd -Dahej Complex PTA-7,INDIA,Piping Estimation,2. ITO,ITO,Active
659539: Emerald Project Blue Ammonia - Water Treatment(2. ITO),659539,Emerald Project Blue Ammonia - Water Treatment,NAM,,2. ITO,ITO,Active
6598182: MISC-373-6598182_BDA (1. Backlog Project),6598182,MISC-373-6598182_BDA,INDIA,,1. Backlog Project,,Active
"660104: Hooper WTP - Clayton County, GA(2. ITO)",660104,"Hooper WTP - Clayton County, GA",NAM,,2. ITO,ITO,Active
